0,0,1,84
1,0,428,16
2,0,869,45
3,0,772,6
4,0,454,15
5,0,220,73
6,0,195,17
7,0,112,6
8,0,651,88
9,0,888,5
10,0,609,41
11,1,906,5
12,1,915,16
13,1,732,55
14,1,727,76
15,1,875,9
16,1,17,27
17,1,279,50
18,1,699,10
19,1,212,2
20,1,381,23
21,1,999,99
22,2,1,20
23,2,3,44
24,2,483,2
25,2,758,53
26,2,236,22
27,2,696,92
28,2,476,70
29,2,43,24
30,2,691,3
31,2,438,70
32,2,451,69
33,3,6,65
34,3,496,55
35,3,243,5
36,3,246,16
37,3,239,63
38,3,30,37
39,3,435,35
40,3,987,30
41,3,479,21
42,3,266,52
43,3,832,44
44,4,1,62
45,4,927,29
46,4,74,62
47,4,695,5
48,4,684,51
49,4,234,61
50,4,202,36
51,4,525,82
52,4,26,79
53,4,109,18
54,4,263,72
55,4,152,3
56,4,880,49
57,4,730,89
58,4,816,14
59,4,886,74
60,4,98,16
61,4,750,70
62,4,561,48
63,4,9,26
64,5,3,20
65,5,707,73
66,5,868,96
67,5,913,27
68,5,287,36
69,5,346,24
70,5,185,84
71,5,772,22
72,5,98,83
73,5,295,63
74,5,575,75
75,6,785,75
76,6,370,29
77,6,242,61
78,6,564,60
79,6,152,23
80,6,670,28
81,6,191,68
82,6,890,87
83,6,18,81
84,6,344,63
85,6,366,82
86,6,935,35
87,6,62,80
88,6,868,42
89,6,837,93
90,6,408,14
91,6,100,85
92,6,393,26
93,6,852,85
94,6,575,43
95,7,4,26
96,7,13,78
97,7,170,36
98,7,75,7
99,7,69,20
100,7,527,90
101,7,608,70
102,7,87,96
103,7,663,13
104,7,900,46
105,8,7,7
106,8,9,53
107,8,746,94
108,8,534,53
109,8,845,87
110,8,803,26
111,8,449,25
112,8,185,10
113,8,942,99
114,8,675,37
115,8,15,13
116,8,111,21
117,8,602,65
118,8,682,89
119,8,347,55
120,8,213,68
121,8,355,15
122,8,561,93
123,8,27,96
124,8,178,49
125,9,15,91
126,9,891,80
127,9,724,73
128,9,977,87
129,9,691,76
130,9,20,90
131,9,296,6
132,9,868,26
133,9,565,98
134,9,71,67
135,9,179,52
136,9,369,15
137,9,661,67
138,9,529,18
139,9,119,74
140,9,477,28
141,9,580,47
142,9,261,78
143,9,501,53
144,9,787,29
145,10,9,54
146,10,20,84
147,10,258,18
148,10,577,23
149,10,260,22
150,10,440,32
151,10,119,71
152,10,640,29
153,10,801,31
154,10,336,55
155,11,9,59
156,11,21,89
157,11,439,47
158,11,279,45
159,11,70,35
160,11,633,26
161,11,270,56
162,11,205,52
163,11,772,24
164,11,152,46
165,11,622,30
166,11,148,97
167,11,562,84
168,11,440,37
169,11,79,60
170,11,932,49
171,11,670,51
172,11,456,94
173,11,425,26
174,11,207,29
175,12,10,24
176,12,17,17
177,12,716,79
178,12,315,63
179,12,715,14
180,12,520,62
181,12,234,26
182,12,788,15
183,12,290,85
184,12,98,21
185,12,97,50
186,12,67,19
187,12,917,34
188,12,490,6
189,12,968,57
190,12,34,6
191,12,591,95
192,12,276,87
193,12,496,65
194,12,726,63
195,13,19,58
196,13,747,79
197,13,258,90
198,13,624,79
199,13,360,85
200,13,737,7
201,13,325,95
202,13,587,94
203,13,353,73
204,13,580,59
205,13,348,52
206,14,11,32
207,14,22,48
208,14,937,21
209,14,215,42
210,14,53,44
211,14,727,81
212,14,548,38
213,14,744,46
214,14,19,92
215,14,120,1
216,14,258,3
217,15,830,89
218,15,649,95
219,15,427,100
220,15,405,54
221,15,489,85
222,15,240,29
223,15,899,40
224,15,504,96
225,15,126,26
226,15,642,90
227,15,294,50
228,16,10,69
229,16,32,95
230,16,625,7
231,16,449,82
232,16,497,36
233,16,939,28
234,16,947,40
235,16,704,1
236,16,848,100
237,16,728,82
238,16,845,8
239,17,325,11
240,17,563,92
241,17,217,92
242,17,128,87
243,17,225,52
244,17,937,97
245,17,876,65
246,17,858,93
247,17,123,39
248,17,680,40
249,17,490,29
250,18,9,54
251,18,23,19
252,18,642,44
253,18,648,1
254,18,85,1
255,18,265,69
256,18,513,97
257,18,725,6
258,18,288,4
259,18,53,29
260,18,543,10
261,19,24,8
262,19,31,33
263,19,768,59
264,19,281,14
265,19,65,89
266,19,136,82
267,19,909,65
268,19,335,38
269,19,881,39
